"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","df.int","iterations","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"776","ooh_S",134705.223975772,9634987.79210073,0.0269521313382017,48661.5545055592,0.0150454851144231,9634987.79210073,0.0269521313382017,48661.5545055592,0.0150454851144231,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,15661807,190997.646341463,0.245112586435792,0.257555755947977,0.343083770373642,0.615190047489458,1.62551394334307,65528.1926393207,0.0935651778054307,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.766922090294255
"777","print_S",134767.167433993,3199281.23123284,0.00894940915262238,16157.9860163275,0.00499582762116526,3199281.23123284,0.00894940915262238,16157.9860163275,0.00499582762116526,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,5084592.32,62772.744691358,0.0795755926839583,0.0855209486280724,0.294493218809291,0.629210963216977,1.58929207922139,18486.1476376518,1.12783775269054,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.0288233361485188
"778","facebook_S",157713.261200016,6577388.24648881,0.0183990510114657,33219.1325580243,0.0102709000872281,6577388.24648881,0.0183990510114657,33219.1325580243,0.0102709000872281,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,12302572.72,135193.106813187,0.192539431702461,0.175822143062458,0.552946389694169,0.534635185354045,1.87043432118629,74754.5403238898,0.337807327246992,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.12471091304847
"779","search_S",141172.812749695,5573270.78377888,0.01559021447551,28147.8322413075,0.00870292359734395,5573270.78377888,0.01559021447551,28147.8322413075,0.00870292359734395,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,8975900,53747.9041916168,0.140475876416369,0.148980777224833,0.0241979631902286,0.620914981648513,1.61052644815402,1300.58980718068,0.15027914715688,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.00991257989983203
"780","newsletter",290390.663462757,1318156.1651164,0.00368730286462889,6657.35436927472,0.00205836264546213,1318156.1651164,0.00368730286462889,6657.35436927472,0.00205836264546213,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0712423549233547
"781","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"782","trend",0.355074719511947,126437880.792095,0.353830408124967,638575.15551563,0.194483209332516,126437880.792095,0.353830408124967,638575.15551563,0.194483209332516,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"783","season",0.309738404354346,-2358729.24494727,-0.0066007918368098,-11912.7739643802,-0.00362813130550738,-2358729.24494727,-0.0066007918368098,-11912.7739643802,-0.00362813130550738,FALSE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"784","holiday",0.822177850883188,2349858.18392836,0.00657596659360611,61838.3732612727,0.0188333748782371,2349858.18392836,0.00657596659360611,61838.3732612727,0.0188333748782371,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"785","competitor_sales_B",0.179022273456928,193091780.368127,0.54035818241508,975211.011960238,0.297008372067485,193091780.368127,0.54035818241508,975211.011960238,0.297008372067485,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"786","events",0.989106441785116,2886610.83507743,0.00807804341131648,1443305.41753871,0.439570295250966,2886610.83507743,0.00807804341131648,1443305.41753871,0.439570295250966,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"787","tv_S",818894.849738517,12428356.0646481,0.034780164545053,62769.4750739804,0.0191169494382346,12428356.0646481,0.034780164545053,62769.4750739804,0.0191169494382346,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,21871508.1,254319.861627907,0.342296512761419,0.37312362638839,0.563066480856292,0.568244128746116,1.75980700796081,143198.989498685,0.484854172711493,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.139672368896202
"788","ooh_S",100712.683751226,6962473.83019026,0.0194841525456005,35164.0092433852,0.0107094823711544,6962473.83019026,0.0194841525456005,35164.0092433852,0.0107094823711544,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,15661807,190997.646341463,0.245112586435792,0.209027120774594,0.240223876401867,0.444551119177389,2.24946008875297,45882.1949877792,0.117840504841297,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.737992318351802
"789","print_S",120103.072633188,3250700.5634177,0.00909693123485234,16417.6796132207,0.00500013662196734,3250700.5634177,0.00909693123485234,16417.6796132207,0.00500013662196734,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,5084592.32,62772.744691358,0.0795755926839583,0.0975924069294466,0.277912868090288,0.639323737053848,1.56415277901026,17445.3535150747,1.25047178972454,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.0345794832185631
"790","facebook_S",186225.862192351,5425700.23575522,0.0151835645832893,27402.5264432082,0.00834566024133997,5425700.23575522,0.0151835645832893,27402.5264432082,0.00834566024133997,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,12302572.72,135193.106813187,0.192539431702461,0.162890163198639,0.483669182739444,0.441021594364144,2.26746266572679,65388.7394843405,0.402071519914898,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.0209002579465721
"791","search_S",97577.3460533354,5241718.90252604,0.0146687015547725,26473.3277905355,0.00806266530406699,5241718.90252604,0.0146687015547725,26473.3277905355,0.00806266530406699,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,8975900,53747.9041916168,0.140475876416369,0.15736668270893,0.0512990040190775,0.583976971950004,1.71239628963591,2757.21395314274,0.40898008230306,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.000468140674797971
"792","newsletter",395445.455599415,1623996.39447815,0.00454467682827223,8202.0019923139,0.0024979857995397,1623996.39447815,0.00454467682827223,8202.0019923139,0.0024979857995397,TRUE,0.7580933,0.900630058244236,0.975099513089116,0.986841234412303,0.0701826903925187,0.204532890247256,0.186639520719908,0.204532890247256,0.0611674408663355,0,11144.8605652566,7.02067e-05,65481090.2648517,1e-04,"5_156_9",5,156,9,0,2489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.19844665036877
"793","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"794","trend",0.383117394594677,136423543.567736,0.382023595879075,689007.795796646,0.214115067532578,136423543.567736,0.382023595879075,689007.795796646,0.214115067532578,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"795","season",0.339606654921068,-2586182.84810635,-0.0072420261590979,-13061.5295358907,-0.00405898205465502,-2586182.84810635,-0.0072420261590979,-13061.5295358907,-0.00405898205465502,FALSE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"796","holiday",0.824588009441106,2356746.63367899,0.00659954139900294,62019.6482547104,0.0192731363206859,2356746.63367899,0.00659954139900294,62019.6482547104,0.0192731363206859,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"797","competitor_sales_B",0.165220677524072,178205505.721203,0.499024628159298,900027.806672744,0.279691341349945,178205505.721203,0.499024628159298,900027.806672744,0.279691341349945,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"798","events",0.944463473362382,2756324.67889134,0.00771847027062077,1378162.33944567,0.428275738215824,2756324.67889134,0.00771847027062077,1378162.33944567,0.428275738215824,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"799","tv_S",818360.696859512,13370364.5030698,0.0374407128864865,67527.0934498477,0.0209846220354816,13370364.5030698,0.0374407128864865,67527.0934498477,0.0209846220354816,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,21871508.1,254319.861627907,0.342296512761419,0.349107830447072,0.591888501161314,0.611314246916053,1.63581988321846,150529.001714495,0.491452457295964,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.172231023239193
"800","ooh_S",128554.445900958,9770100.44160994,0.0273589792875478,49343.9416242926,0.0153340520349167,9770100.44160994,0.0273589792875478,49343.9416242926,0.0153340520349167,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,15661807,190997.646341463,0.245112586435792,0.255102885761813,0.27481554860371,0.62381693514739,1.60303438983061,52489.1229613467,0.140839870087802,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.831401016963052
"801","print_S",123681.829461094,3366445.90509442,0.00942697819132673,17002.2520459314,0.00528359529054584,3366445.90509442,0.00942697819132673,17002.2520459314,0.00528359529054584,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,5084592.32,62772.744691358,0.0795755926839583,0.0878998194832389,0.285781271159198,0.662087674532464,1.51037398590172,17939.2747720481,1.28676931815062,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.0369020574693344
"802","facebook_S",115916.636709929,6241708.73634357,0.0174785081337803,31523.7814966847,0.00979628481016056,6241708.73634357,0.0174785081337803,31523.7814966847,0.00979628481016056,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,12302572.72,135193.106813187,0.192539431702461,0.162974569221889,0.435478889816814,0.507349875379852,1.97102640313315,58873.7440658926,0.220361604937352,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.35785461480118
"803","search_S",122582.678212266,5550047.29267317,0.0155416650865193,28030.5418821877,0.00871073071261846,5550047.29267317,0.0155416650865193,28030.5418821877,0.00871073071261846,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,8975900,53747.9041916168,0.140475876416369,0.144914895085987,0.114098059114422,0.618327665490165,1.61726549823268,6132.5315497314,0.706595530446066,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,6.38755079325848e-05
"804","newsletter",213761.372230252,1653032.27649355,0.00462894686544111,8348.64786107854,0.00259441375189916,1653032.27649355,0.00462894686544111,8348.64786107854,0.00259441375189916,TRUE,0.7598903,0.89883536881637,0.973905128022152,0.984967429917651,0.0708136281545166,0.209380783655902,0.199486106474677,0.209380783655902,0.0333058382462984,0,50627.4695675093,0.000673229,65481090.2648517,1e-04,"5_157_3",5,157,3,0,2499,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.242719185905537
"805","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7518653,0.900019159505498,0.976676102764657,0.987084879950356,0.0704267600639801,0.202147834047399,0.184849591324643,0.202147834047399,0.0500190193777706,0,19289.5858790931,0.000194602,65481090.2648517,1e-04,"5_157_7",5,157,7,0,2503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"806","trend",0.354422689555377,126205700.686356,0.35356202443521,637402.528718967,0.194780796243169,126205700.686356,0.35356202443521,637402.528718967,0.194780796243169,TRUE,0.7518653,0.900019159505498,0.976676102764657,0.987084879950356,0.0704267600639801,0.202147834047399,0.184849591324643,0.202147834047399,0.0500190193777706,0,19289.5858790931,0.000194602,65481090.2648517,1e-04,"5_157_7",5,157,7,0,2503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"807","season",0.315680043335108,-2403976.19343613,-0.00673467747512945,-12141.2939062431,-0.00371020005087405,-2403976.19343613,-0.00673467747512945,-12141.2939062431,-0.00371020005087405,FALSE,0.7518653,0.900019159505498,0.976676102764657,0.987084879950356,0.0704267600639801,0.202147834047399,0.184849591324643,0.202147834047399,0.0500190193777706,0,19289.5858790931,0.000194602,65481090.2648517,1e-04,"5_157_7",5,157,7,0,2503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"808","holiday",0.826843448904694,2363192.88235399,0.00662042407808832,62189.2863777366,0.0190041271765817,2363192.88235399,0.00662042407808832,62189.2863777366,0.0190041271765817,TRUE,0.7518653,0.900019159505498,0.976676102764657,0.987084879950356,0.0704267600639801,0.202147834047399,0.184849591324643,0.202147834047399,0.0500190193777706,0,19289.5858790931,0.000194602,65481090.2648517,1e-04,"5_157_7",5,157,7,0,2503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"809","competitor_sales_B",0.174650476141798,188376399.925872,0.527731639311034,951395.959221575,0.290732549888294,188376399.925872,0.527731639311034,951395.959221575,0.290732549888294,TRUE,0.7518653,0.900019159505498,0.976676102764657,0.987084879950356,0.0704267600639801,0.202147834047399,0.184849591324643,0.202147834047399,0.0500190193777706,0,19289.5858790931,0.000194602,65481090.2648517,1e-04,"5_157_7",5,157,7,0,2503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"810","events",0.982617093015334,2867672.30259993,0.00803371019858874,1433836.15129997,0.438159145357871,2867672.30259993,0.00803371019858874,1433836.15129997,0.438159145357871,TRUE,0.7518653,0.900019159505498,0.976676102764657,0.987084879950356,0.0704267600639801,0.202147834047399,0.184849591324643,0.202147834047399,0.0500190193777706,0,19289.5858790931,0.000194602,65481090.2648517,1e-04,"5_157_7",5,157,7,0,2503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
