"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","df.int","iterations","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"728","ooh_S",142732.368383912,10405354.6516727,0.0291329724892435,52552.2962205693,0.0160915944221247,10405354.6516727,0.0291329724892435,52552.2962205693,0.0160915944221247,TRUE,0.7524308,0.899734162262987,0.975639842337774,0.986192595720324,0.0705270650282625,0.206589659632764,0.191128429671069,0.206589659632764,0.0489872098858148,0,17369.0866085784,0.00016527,65481090.2648517,1e-04,"5_153_3",5,153,3,0,2435,2,15661807,190997.646341463,0.245112586435792,0.275743939641531,0.353090579330779,0.664377657806198,1.50516801438212,67439.4695975226,0.0949958902347134,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.800873991019852
"729","print_S",130037.210984476,3349895.49737391,0.00937905690231771,16918.6641281511,0.00518052113596887,3349895.49737391,0.00937905690231771,16918.6641281511,0.00518052113596887,TRUE,0.7524308,0.899734162262987,0.975639842337774,0.986192595720324,0.0705270650282625,0.206589659632764,0.191128429671069,0.206589659632764,0.0489872098858148,0,17369.0866085784,0.00016527,65481090.2648517,1e-04,"5_153_3",5,153,3,0,2435,2,5084592.32,62772.744691358,0.0795755926839583,0.0887728878789167,0.384616132396718,0.65883266278739,1.51783610085329,24143.4102831168,1.32171882794864,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.0317753151081053
"730","facebook_S",173930.410199512,5884742.03366455,0.0164761349816639,29720.9193619422,0.00910059149875649,5884742.03366455,0.0164761349816639,29720.9193619422,0.00910059149875649,TRUE,0.7524308,0.899734162262987,0.975639842337774,0.986192595720324,0.0705270650282625,0.206589659632764,0.191128429671069,0.206589659632764,0.0489872098858148,0,17369.0866085784,0.00016527,65481090.2648517,1e-04,"5_153_3",5,153,3,0,2435,2,12302572.72,135193.106813187,0.192539431702461,0.155946818388926,0.497597765852737,0.478334261263733,2.09058827891202,67271.7879089322,0.378538322096574,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.0880906483836928
"731","search_S",119941.998477234,5392281.16001119,0.0150973401626074,27233.7432323797,0.00833901431922987,5392281.16001119,0.0150973401626074,27233.7432323797,0.00833901431922987,TRUE,0.7524308,0.899734162262987,0.975639842337774,0.986192595720324,0.0705270650282625,0.206589659632764,0.191128429671069,0.206589659632764,0.0489872098858148,0,17369.0866085784,0.00016527,65481090.2648517,1e-04,"5_153_3",5,153,3,0,2435,2,8975900,53747.9041916168,0.140475876416369,0.142896508623785,0.114360731163795,0.600751028867432,1.66458308342019,6146.6496218749,0.66259543765409,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.000222574878171839
"732","newsletter",419745.00132944,1151538.89001235,0.00322408528359297,5815.85297986034,0.00178082318188006,1151538.89001235,0.00322408528359297,5815.85297986034,0.00178082318188006,TRUE,0.7524308,0.899734162262987,0.975639842337774,0.986192595720324,0.0705270650282625,0.206589659632764,0.191128429671069,0.206589659632764,0.0489872098858148,0,17369.0866085784,0.00016527,65481090.2648517,1e-04,"5_153_3",5,153,3,0,2435,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0552689134061533
"733","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"734","trend",0.379846289788423,135258742.085614,0.378813435312466,683124.960028352,0.212104248325665,135258742.085614,0.378813435312466,683124.960028352,0.212104248325665,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"735","season",0.334903650716146,-2550368.38854528,-0.00714270882369763,-12880.6484269964,-0.00399932722768881,-2550368.38854528,-0.00714270882369763,-12880.6484269964,-0.00399932722768881,FALSE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"736","holiday",0.843928793433664,2412024.33241496,0.00675525447989917,63474.3245372357,0.0197082154535693,2412024.33241496,0.00675525447989917,63474.3245372357,0.0197082154535693,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"737","competitor_sales_B",0.163712198836234,176578474.459352,0.494535861274258,891810.477067434,0.276899252633793,176578474.459352,0.494535861274258,891810.477067434,0.276899252633793,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"738","events",0.945738474325145,2760045.64504661,0.00772994304321956,1380022.82252331,0.428484860853891,2760045.64504661,0.00772994304321956,1380022.82252331,0.428484860853891,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"739","tv_S",864415.095578485,15073666.7323018,0.0422161805556657,76129.6299611203,0.0236375756750921,15073666.7323018,0.0422161805556657,76129.6299611203,0.0236375756750921,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,21871508.1,254319.861627907,0.342296512761419,0.367051360964749,0.658976859997426,0.689191923272169,1.45097463599423,167590.903850538,0.501917640678585,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.202502657249641
"740","ooh_S",129532.583517408,9844438.61553663,0.0275709026505191,49719.3869471547,0.0154374291860181,9844438.61553663,0.0275709026505191,49719.3869471547,0.0154374291860181,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,15661807,190997.646341463,0.245112586435792,0.239717028108586,0.276906549220536,0.628563397284657,1.59092941828926,52888.499157659,0.141911484322918,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.831401016963051
"741","print_S",75771.7211714657,3805635.73417406,0.0106582829603565,19220.3824958286,0.0059677584927365,3805635.73417406,0.0106582829603565,19220.3824958286,0.0059677584927365,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,5084592.32,62772.744691358,0.0795755926839583,0.0926691428417539,0.510170099043929,0.748464280844065,1.33606910255259,32024.7773764494,2.11687094828812,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.204533028100213
"742","facebook_S",120944.71062264,6485795.66771401,0.0181644934718255,32756.5437763334,0.0101706166542905,6485795.66771401,0.0181644934718255,32756.5437763334,0.0101706166542905,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,12302572.72,135193.106813187,0.192539431702461,0.15793238427331,0.454492670857202,0.527190191460539,1.89684864437553,61444.2761970083,0.233959762983432,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.351502336553719
"743","search_S",125648.303617971,5857377.40823367,0.0164045090448215,29582.7141829983,0.00918517068232644,5857377.40823367,0.0164045090448215,29582.7141829983,0.00918517068232644,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,8975900,53747.9041916168,0.140475876416369,0.142630083811601,0.142151091649804,0.652567141816828,1.53240936590199,7640.32325472739,1.06563391987038,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,1.70226810644202e-08
"744","newsletter",198259.649054783,1533156.3209691,0.00429384603066702,7743.21374226818,0.00240419927030713,1533156.3209691,0.00429384603066702,7743.21374226818,0.00240419927030713,TRUE,0.7644155,0.899003749995096,0.974523466420627,0.982697227314269,0.0707340769111626,0.208562882469417,0.20518092616302,0.208562882469417,0.0448959236037312,0,50765.9482241688,0.000675344,65481090.2648517,1e-04,"5_153_7",5,153,7,0,2439,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.242719185905537
"745","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"746","trend",0.384072598870678,136763680.439623,0.38262132855952,690725.658785976,0.213577762295483,136763680.439623,0.38262132855952,690725.658785976,0.213577762295483,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"747","season",0.340402422057085,-2592242.79801732,-0.00725227180299599,-13092.1353435218,-0.0040481903846653,-2592242.79801732,-0.00725227180299599,-13092.1353435218,-0.0040481903846653,FALSE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"748","holiday",0.815861597051806,2331805.76285974,0.00652365171849857,61363.3095489405,0.0189740140297418,2331805.76285974,0.00652365171849857,61363.3095489405,0.0189740140297418,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"749","competitor_sales_B",0.166397218868973,179474512.412811,0.50211266734868,906436.931377833,0.28027737062197,179474512.412811,0.50211266734868,906436.931377833,0.28027737062197,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"750","events",0.954845844473445,2786624.61798475,0.00779609038088654,1393312.30899237,0.430823035670012,2786624.61798475,0.00779609038088654,1393312.30899237,0.430823035670012,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"751","tv_S",794777.882704008,12436375.0796019,0.0347930264828056,62809.9751495046,0.0194213343193939,12436375.0796019,0.0347930264828056,62809.9751495046,0.0194213343193939,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,21871508.1,254319.861627907,0.342296512761419,0.332898590566739,0.589628982796225,0.568610770813829,1.75867227869908,149954.36131654,0.482563321944326,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.109383350306387
"752","ooh_S",133742.557081301,9566131.63714004,0.0267629971964204,48313.7961471719,0.0149390026819756,9566131.63714004,0.0267629971964204,48313.7961471719,0.0149390026819756,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,15661807,190997.646341463,0.245112586435792,0.256067521186547,0.340631932367504,0.61079361003108,1.637214246477,65059.8973509379,0.0928965170314768,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.766922090294255
"753","print_S",134251.599148641,3187041.98950839,0.00891633097530608,16096.1716641838,0.00497706185057987,3187041.98950839,0.00891633097530608,16096.1716641838,0.00497706185057987,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,5084592.32,62772.744691358,0.0795755926839583,0.0853111762546101,0.293366598974801,0.626803839704575,1.59539545972041,18415.4266184172,1.12352307139372,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.0288233361485188
"754","facebook_S",157856.985392426,6583382.22446312,0.0184182119481,33249.4051740562,0.0102809754703656,6583382.22446312,0.0184182119481,33249.4051740562,0.0102809754703656,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,12302572.72,135193.106813187,0.192539431702461,0.176224876594511,0.553450290080857,0.5351223987289,1.86873134515644,74822.6641826905,0.338115171267418,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.12471091304847
"755","search_S",135344.434933837,5584917.47119707,0.0156248247769851,28206.6538949347,0.00872171743454801,5584917.47119707,0.0156248247769851,28206.6538949347,0.00872171743454801,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,8975900,53747.9041916168,0.140475876416369,0.149497835397593,0.0351511285286522,0.622212532581365,1.60716788498508,1889.29948838521,0.21725682082797,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,0.00567636521196132
"756","newsletter",290025.310200443,1316497.73488513,0.00368314241579453,6648.97845901579,0.00205591601059586,1316497.73488513,0.00368314241579453,6648.97845901579,0.00205591601059586,TRUE,0.7552052,0.899638373894104,0.972461278366324,0.982761284670006,0.0705607457910529,0.219654659743762,0.213560889005854,0.219654659743762,0.0242649728641043,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_154_3",5,154,3,0,2451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0712423549233547
"757","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"758","trend",0.352084236953339,125373005.551819,0.35127944147349,633196.99773646,0.194859468547716,125373005.551819,0.35127944147349,633196.99773646,0.194859468547716,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"759","season",0.31524321439966,-2400649.64054312,-0.00672631928373904,-12124.4931340562,-0.00373118049668317,-2400649.64054312,-0.00672631928373904,-12124.4931340562,-0.00373118049668317,FALSE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"760","holiday",0.852611318692895,2436839.7698725,0.0068277194883662,64127.3623650658,0.0197344962065413,2436839.7698725,0.0068277194883662,64127.3623650658,0.0197344962065413,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"761","competitor_sales_B",0.177366348654776,191305715.081228,0.536014626503027,966190.480208221,0.29733458017373,191305715.081228,0.536014626503027,966190.480208221,0.29733458017373,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"762","events",0.965855062807154,2818753.94965755,0.00789779513324055,1409376.97482878,0.43372038919999,2818753.94965755,0.00789779513324055,1409376.97482878,0.43372038919999,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"763","tv_S",886395.458884784,12708315.3314786,0.0356071061075876,64183.4107650434,0.019751744490206,12708315.3314786,0.0356071061075876,64183.4107650434,0.019751744490206,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,21871508.1,254319.861627907,0.342296512761419,0.348649991625551,0.563934029299482,0.581044309947634,1.72103914087055,143419.624298712,0.514768136810744,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.140967617866856
"764","ooh_S",107968.893953053,8839971.37667786,0.0247684913843559,44646.3200842316,0.0137394179620628,8839971.37667786,0.0247684913843559,44646.3200842316,0.0137394179620628,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,15661807,190997.646341463,0.245112586435792,0.24252277867347,0.212771441820237,0.564428573068092,1.77170336109005,40638.8445963448,0.0811311148427194,2,FALSE,0.640539081307268,0.0139188633764839,0.454393430088924,0.826784899906185,0.918245671280159
"765","print_S",75792.8906244874,3838199.35682061,0.0107541533394171,19384.8452364677,0.00596547465348211,3838199.35682061,0.0107541533394171,19384.8452364677,0.00596547465348211,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,5084592.32,62772.744691358,0.0795755926839583,0.105300202167474,0.911819662380244,0.754868653229726,1.32473377417578,57237.4228711554,1.26514451856929,2,FALSE,0.678574086342274,0.0186445493362042,0.429417933019047,0.928242509680955,0.151681999282099
"766","facebook_S",142946.195853293,5872976.67574051,0.0164553442534187,29661.4983623258,0.00912800254561117,5872976.67574051,0.0164553442534187,29661.4983623258,0.00912800254561117,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,12302572.72,135193.106813187,0.192539431702461,0.161123895292559,0.393195674985949,0.477377928129858,2.09477636286522,53157.3448868584,0.331279986610753,2,FALSE,0.533223717914483,0.0142828367341774,0.341967863737473,0.724097238869242,0.298575828966992
"767","search_S",101178.667635584,5190603.62018253,0.0145434205121163,26215.1697989017,0.00806743252599596,5190603.62018253,0.0145434205121163,26215.1697989017,0.00806743252599596,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,8975900,53747.9041916168,0.140475876416369,0.142403132240946,0.257370231786661,0.578282246925938,1.72925938037325,13833.1105598437,1.70051383942518,2,FALSE,0.646643686146597,0.0156083021717092,0.438082581069162,0.855674048839068,7.23291768513882e-12
"768","newsletter",210940.596638308,920177.182911564,0.00257822108871931,4647.35950965436,0.00143017419134753,920177.182911564,0.00257822108871931,4647.35950965436,0.00143017419134753,TRUE,0.7546922,0.897936833242666,0.974186220373387,0.988364321318211,0.0711563786294972,0.212664173117779,0.175454750306365,0.212664173117779,0.0412247446800744,0,9837.58276166491,5.02405e-05,65481090.2648517,1e-04,"5_155_1",5,155,1,0,2465,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.00646770863956788
"769","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"770","trend",0.38374884197797,136648394.464147,0.382249106508634,690143.406384583,0.213382873874082,136648394.464147,0.382249106508634,690143.406384583,0.213382873874082,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"771","season",0.340407843111803,-2592284.08059682,-0.00725144468407693,-13092.3438413981,-0.00404797311512439,-2592284.08059682,-0.00725144468407693,-13092.3438413981,-0.00404797311512439,FALSE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"772","holiday",0.816807265849603,2334508.56926762,0.0065303644308344,61434.4360333585,0.0189946848645634,2334508.56926762,0.0065303644308344,61434.4360333585,0.0189946848645634,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"773","competitor_sales_B",0.166495574197355,179580597.566904,0.502344160247313,906972.714984366,0.280423521630946,179580597.566904,0.502344160247313,906972.714984366,0.280423521630946,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"774","events",0.95479942683662,2786489.15263164,0.00779469815994731,1393244.57631582,0.430772110482324,2786489.15263164,0.00779469815994731,1393244.57631582,0.430772110482324,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"775","tv_S",794012.591460296,12424400.0999767,0.0347550064949203,62749.4954544278,0.0194012831975866,12424400.0999767,0.0347550064949203,62749.4954544278,0.0194012831975866,TRUE,0.7552052,0.899659406448066,0.972073449413867,0.982332844594659,0.0705533517774613,0.221195955000592,0.216198454795766,0.221195955000592,0.0254073725324801,0,48767.2068757779,0.000644817,65481090.2648517,1e-04,"5_156_1",5,156,1,0,2481,2,21871508.1,254319.861627907,0.342296512761419,0.332120375136659,0.589061229330266,0.56806325577415,1.76036733556584,149809.970333638,0.482098661945201,2,FALSE,0.600161696595261,0.00710505744350078,0.505041251438664,0.695133122660817,0.109383350306387
